,Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,Predict,NegMorph
8572,8572,unreasonable,reasonable,un-reasonable,un,cl100k_base,"['un', 'reasonable']",Correct,Correct,['reasonable'],Not segmented,Not segmented,"['un', '-re', 'ason', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8582,8582,unreassuring,reassuring,un-reassuring,un,cl100k_base,"['un', 're', 'ass', 'uring']",Correct,Correct,"['re', 'ass', 'uring']",Incorrect,Incorrect,"['un', '-re', 'ass', 'uring']",Correct,Correct,byte_level_bpe,0,Correct
8592,8592,unreceptive,receptive,un-receptive,un,cl100k_base,"['un', 're', 'ceptive']",Correct,Correct,"['re', 'ceptive']",Incorrect,Incorrect,"['un', '-re', 'ceptive']",Correct,Correct,byte_level_bpe,0,Correct
8602,8602,nonreciprocal,reciprocal,non-reciprocal,non,cl100k_base,"['non', 'rec', 'ipro', 'cal']",Correct,Correct,"['rec', 'ipro', 'cal']",Incorrect,Incorrect,"['non', '-rec', 'ipro', 'cal']",Correct,Correct,byte_level_bpe,0,Correct
8612,8612,irreconcilable,reconcilable,ir-reconcilable,ir,cl100k_base,"['ir', 're', 'conc', 'il', 'able']",Correct,Correct,"['re', 'conc', 'il', 'able']",Incorrect,Incorrect,"['ir', '-re', 'conc', 'il', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8622,8622,unreconstructed,reconstructed,un-reconstructed,un,cl100k_base,"['un', 're', 'constructed']",Correct,Correct,"['re', 'constructed']",Incorrect,Incorrect,"['un', '-re', 'constructed']",Correct,Correct,byte_level_bpe,0,Correct
8632,8632,unrecoverable,recoverable,un-recoverable,un,cl100k_base,"['un', 'recover', 'able']",Correct,Correct,"['recover', 'able']",Incorrect,Incorrect,"['un', '-re', 'cover', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8642,8642,irreducible,reducible,ir-reducible,ir,cl100k_base,"['ir', 're', 'ducible']",Correct,Correct,"['re', 'ducible']",Incorrect,Incorrect,"['ir', '-re', 'ducible']",Correct,Correct,byte_level_bpe,0,Correct
8652,8652,unrefined,refined,un-refined,un,cl100k_base,"['un', 'ref', 'ined']",Correct,Correct,"['ref', 'ined']",Incorrect,Incorrect,"['un', '-ref', 'ined']",Correct,Correct,byte_level_bpe,0,Correct
8662,8662,unreflected,reflected,un-reflected,un,cl100k_base,"['un', 'ref', 'lected']",Correct,Correct,"['ref', 'lected']",Incorrect,Incorrect,"['un', '-ref', 'lected']",Correct,Correct,byte_level_bpe,0,Correct
8672,8672,nonreflective,reflective,non-reflective,non,cl100k_base,"['non', 'reflect', 'ive']",Correct,Correct,"['reflect', 'ive']",Incorrect,Incorrect,"['non', '-', 'reflect', 'ive']",Correct,Correct,byte_level_bpe,0,Correct
8682,8682,unregenerate,regenerate,un-regenerate,un,cl100k_base,"['un', 'reg', 'enerate']",Correct,Correct,"['reg', 'enerate']",Incorrect,Incorrect,"['un', '-reg', 'enerate']",Correct,Correct,byte_level_bpe,0,Correct
8692,8692,unregistered,registered,un-registered,un,cl100k_base,"['un', 'registered']",Correct,Correct,['registered'],Not segmented,Not segmented,"['un', '-', 'registered']",Correct,Correct,byte_level_bpe,0,Correct
8702,8702,unregretful,regretful,un-regretful,un,cl100k_base,"['un', 'reg', 'ret', 'ful']",Correct,Correct,"['reg', 'ret', 'ful']",Incorrect,Incorrect,"['un', '-reg', 'ret', 'ful']",Correct,Correct,byte_level_bpe,0,Correct
8712,8712,irregular,regular,ir-regular,ir,cl100k_base,"['ir', 'regular']",Correct,Correct,['regular'],Not segmented,Not segmented,"['ir', '-', 'regular']",Correct,Correct,byte_level_bpe,0,Correct
8722,8722,unregulated,regulated,un-regulated,un,cl100k_base,"['un', 'regulated']",Correct,Correct,['regulated'],Not segmented,Not segmented,"['un', '-reg', 'ulated']",Correct,Correct,byte_level_bpe,0,Correct
8732,8732,unrelated,related,un-related,un,cl100k_base,"['un', 'related']",Correct,Correct,['related'],Not segmented,Not segmented,"['un', '-related']",Correct,Correct,byte_level_bpe,0,Correct
8742,8742,irrelevant,relevant,ir-relevant,ir,cl100k_base,"['ir', 'relevant']",Correct,Correct,['relevant'],Not segmented,Not segmented,"['ir', '-re', 'levant']",Correct,Correct,byte_level_bpe,0,Correct
8752,8752,unreliable,reliable,un-reliable,un,cl100k_base,"['un', 're', 'liable']",Correct,Correct,"['re', 'liable']",Incorrect,Incorrect,"['un', '-re', 'liable']",Correct,Correct,byte_level_bpe,0,Correct
8762,8762,irreligious,religious,ir-religious,ir,cl100k_base,"['ir', 'religious']",Correct,Correct,['religious'],Not segmented,Not segmented,"['ir', '-rel', 'igious']",Correct,Correct,byte_level_bpe,0,Correct
8772,8772,irremediable,remediable,ir-remediable,ir,cl100k_base,"['ir', 'rem', 'ed', 'iable']",Correct,Correct,"['rem', 'ed', 'iable']",Incorrect,Incorrect,"['ir', '-', 'rem', 'ed', 'iable']",Correct,Correct,byte_level_bpe,0,Correct
8782,8782,irremovable,removable,ir-removable,ir,cl100k_base,"['ir', 'rem', 'ovable']",Correct,Correct,"['rem', 'ovable']",Incorrect,Incorrect,"['ir', '-', 'rem', 'ovable']",Correct,Correct,byte_level_bpe,0,Correct
8792,8792,unrenewable,renewable,un-renewable,un,cl100k_base,"['un', 're', 'new', 'able']",Correct,Correct,"['re', 'new', 'able']",Incorrect,Incorrect,"['un', '-re', 'new', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8802,8802,unrentable,rentable,un-rentable,un,cl100k_base,"['un', 'rent', 'able']",Correct,Correct,"['rent', 'able']",Incorrect,Incorrect,"['un', '-re', 'nt', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8812,8812,irreparable,reparable,ir-reparable,ir,cl100k_base,"['ir', 're', 'parable']",Correct,Correct,"['re', 'parable']",Incorrect,Incorrect,"['ir', '-re', 'parable']",Correct,Correct,byte_level_bpe,0,Correct
8822,8822,unrepeatable,repeatable,un-repeatable,un,cl100k_base,"['un', 'repeat', 'able']",Correct,Correct,"['repeat', 'able']",Incorrect,Incorrect,"['un', '-repeat', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8832,8832,unrepentant,repentant,un-repentant,un,cl100k_base,"['un', 'rep', 'ent', 'ant']",Correct,Correct,"['rep', 'ent', 'ant']",Incorrect,Incorrect,"['un', '-re', 'pent', 'ant']",Correct,Correct,byte_level_bpe,0,Correct
8842,8842,nonrepetitive,repetitive,non-repetitive,non,cl100k_base,"['non', 're', 'pet', 'itive']",Correct,Correct,"['re', 'pet', 'itive']",Incorrect,Incorrect,"['non', '-re', 'pet', 'itive']",Correct,Correct,byte_level_bpe,0,Correct
8852,8852,irreplaceable,replaceable,ir-replaceable,ir,cl100k_base,"['ir', 'replace', 'able']",Correct,Correct,"['replace', 'able']",Incorrect,Incorrect,"['ir', '-re', 'place', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8862,8862,unreportable,reportable,un-reportable,un,cl100k_base,"['un', 'report', 'able']",Correct,Correct,"['report', 'able']",Incorrect,Incorrect,"['un', '-report', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8872,8872,unreported,reported,un-reported,un,cl100k_base,"['un', 'reported']",Correct,Correct,['reported'],Not segmented,Not segmented,"['un', '-reported']",Correct,Correct,byte_level_bpe,0,Correct
8882,8882,nonrepresentational,representational,non-representational,non,cl100k_base,"['non', 'represent', 'ational']",Correct,Correct,"['represent', 'ational']",Incorrect,Incorrect,"['non', '-re', 'present', 'ational']",Correct,Correct,byte_level_bpe,0,Correct
8892,8892,nonrepresentative,representative,non-representative,non,cl100k_base,"['non', 'represent', 'ative']",Correct,Correct,"['represent', 'ative']",Incorrect,Incorrect,"['non', '-re', 'present', 'ative']",Correct,Correct,byte_level_bpe,0,Correct
8902,8902,unreproducible,reproducible,un-reproducible,un,cl100k_base,"['un', 're', 'pro', 'ducible']",Correct,Correct,"['re', 'pro', 'ducible']",Incorrect,Incorrect,"['un', '-re', 'pro', 'ducible']",Correct,Correct,byte_level_bpe,0,Correct
8912,8912,disreputable,reputable,dis-reputable,dis,cl100k_base,"['dis', 're', 'put', 'able']",Correct,Correct,"['re', 'put', 'able']",Incorrect,Incorrect,"['dis', '-re', 'put', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8922,8922,unrequested,requested,un-requested,un,cl100k_base,"['un', 'requested']",Correct,Correct,['requested'],Not segmented,Not segmented,"['un', '-request', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
8932,8932,unresentful,resentful,un-resentful,un,cl100k_base,"['un', 'resent', 'ful']",Correct,Correct,"['resent', 'ful']",Incorrect,Incorrect,"['un', '-', 'resent', 'ful']",Correct,Correct,byte_level_bpe,0,Correct
8942,8942,unreserved,reserved,un-reserved,un,cl100k_base,"['un', 'reserved']",Correct,Correct,['reserved'],Not segmented,Not segmented,"['un', '-res', 'erved']",Correct,Correct,byte_level_bpe,0,Correct
8952,8952,nonresidential,residential,non-residential,non,cl100k_base,"['non', 'res', 'idential']",Correct,Correct,"['res', 'idential']",Incorrect,Incorrect,"['non', '-res', 'idential']",Correct,Correct,byte_level_bpe,0,Correct
8962,8962,irresistible,resistible,ir-resistible,ir,cl100k_base,"['ir', 'res', 'ist', 'ible']",Correct,Correct,"['res', 'ist', 'ible']",Incorrect,Incorrect,"['ir', '-res', 'ist', 'ible']",Correct,Correct,byte_level_bpe,0,Correct
8972,8972,irresolute,resolute,ir-resolute,ir,cl100k_base,"['ir', 'res', 'olute']",Correct,Correct,"['res', 'olute']",Incorrect,Incorrect,"['ir', '-res', 'olute']",Correct,Correct,byte_level_bpe,0,Correct
8982,8982,unrespectable,respectable,un-respectable,un,cl100k_base,"['un', 'respect', 'able']",Correct,Correct,"['respect', 'able']",Incorrect,Incorrect,"['un', '-res', 'pect', 'able']",Correct,Correct,byte_level_bpe,0,Correct
8992,8992,disrespectful,respectful,dis-respectful,dis,cl100k_base,"['dis', 'respect', 'ful']",Correct,Correct,"['respect', 'ful']",Incorrect,Incorrect,"['dis', '-res', 'pect', 'ful']",Correct,Correct,byte_level_bpe,0,Correct
9002,9002,irresponsible,responsible,ir-responsible,ir,cl100k_base,"['ir', 'res', 'ponsible']",Correct,Correct,"['res', 'ponsible']",Incorrect,Incorrect,"['ir', '-res', 'ponsible']",Correct,Correct,byte_level_bpe,0,Correct
9012,9012,unresponsive,responsive,un-responsive,un,cl100k_base,"['un', 'responsive']",Correct,Correct,['responsive'],Not segmented,Not segmented,"['un', '-responsive']",Correct,Correct,byte_level_bpe,0,Correct
9022,9022,unrestrained,restrained,un-restrained,un,cl100k_base,"['un', 're', 'strained']",Correct,Correct,"['re', 'strained']",Incorrect,Incorrect,"['un', '-re', 'strained']",Correct,Correct,byte_level_bpe,0,Correct
9032,9032,unrestricted,restricted,un-restricted,un,cl100k_base,"['un', 'restricted']",Correct,Correct,['restricted'],Not segmented,Not segmented,"['un', '-re', 'stricted']",Correct,Correct,byte_level_bpe,0,Correct
9042,9042,unrestrictive,restrictive,un-restrictive,un,cl100k_base,"['un', 'restrict', 'ive']",Correct,Correct,"['restrict', 'ive']",Incorrect,Incorrect,"['un', '-re', 'strict', 'ive']",Correct,Correct,byte_level_bpe,0,Correct
9052,9052,unretentive,retentive,un-retentive,un,cl100k_base,"['un', 'ret', 'ent', 'ive']",Correct,Correct,"['ret', 'ent', 'ive']",Incorrect,Incorrect,"['un', '-ret', 'ent', 'ive']",Correct,Correct,byte_level_bpe,0,Correct
9062,9062,nonreticulate,reticulate,non-reticulate,non,cl100k_base,"['non', 'ret', 'ic', 'ulate']",Correct,Correct,"['ret', 'ic', 'ulate']",Incorrect,Incorrect,"['non', '-ret', 'ic', 'ulate']",Correct,Correct,byte_level_bpe,0,Correct
9072,9072,nonretractile,retractile,non-retractile,non,cl100k_base,"['non', 're', 'tract', 'ile']",Correct,Correct,"['re', 'tract', 'ile']",Incorrect,Incorrect,"['non', '-re', 'tract', 'ile']",Correct,Correct,byte_level_bpe,0,Correct
9082,9082,nonreturnable,returnable,non-returnable,non,cl100k_base,"['non', 'return', 'able']",Correct,Correct,"['return', 'able']",Incorrect,Incorrect,"['non', '-return', 'able']",Correct,Correct,byte_level_bpe,0,Correct
9092,9092,unreverberant,reverberant,un-reverberant,un,cl100k_base,"['un', 're', 'ver', 'ber', 'ant']",Correct,Correct,"['re', 'ver', 'ber', 'ant']",Incorrect,Incorrect,"['un', '-re', 'ver', 'ber', 'ant']",Correct,Correct,byte_level_bpe,0,Correct
9102,9102,irreverent,reverent,ir-reverent,ir,cl100k_base,"['ir', 're', 'ver', 'ent']",Correct,Correct,"['re', 'ver', 'ent']",Incorrect,Incorrect,"['ir', '-re', 'ver', 'ent']",Correct,Correct,byte_level_bpe,0,Correct
9112,9112,irreversible,reversible,ir-reversible,ir,cl100k_base,"['ir', 're', 'versible']",Correct,Correct,"['re', 'versible']",Incorrect,Incorrect,"['ir', '-re', 'versible']",Correct,Correct,byte_level_bpe,0,Correct
9122,9122,nonreversible,reversible,non-reversible,non,cl100k_base,"['non', 're', 'versible']",Correct,Correct,"['re', 'versible']",Incorrect,Incorrect,"['non', '-re', 'versible']",Correct,Correct,byte_level_bpe,0,Correct
9132,9132,unrevived,revived,un-revived,un,cl100k_base,"['un', 'rev', 'ived']",Correct,Correct,"['rev', 'ived']",Incorrect,Incorrect,"['un', '-re', 'v', 'ived']",Correct,Correct,byte_level_bpe,0,Correct
9142,9142,irrevocable,revocable,ir-revocable,ir,cl100k_base,"['ir', 'rev', 'oc', 'able']",Correct,Correct,"['rev', 'oc', 'able']",Incorrect,Incorrect,"['ir', '-re', 'v', 'oc', 'able']",Correct,Correct,byte_level_bpe,0,Correct
9152,9152,counterrevolutionary,revolutionary,counter-revolutionary,counter,cl100k_base,"['counter', 'revolution', 'ary']",Correct,Correct,"['revolution', 'ary']",Incorrect,Incorrect,"['counter', '-re', 'volution', 'ary']",Correct,Correct,byte_level_bpe,0,Correct
9162,9162,unrewarding,rewarding,un-rewarding,un,cl100k_base,"['un', 'reward', 'ing']",Correct,Correct,"['reward', 'ing']",Incorrect,Incorrect,"['un', '-re', 'ward', 'ing']",Correct,Correct,byte_level_bpe,0,Correct
9172,9172,unrhetorical,rhetorical,un-rhetorical,un,cl100k_base,"['un', 'r', 'het', 'orical']",Correct,Correct,"['r', 'het', 'orical']",Incorrect,Incorrect,"['un', '-r', 'het', 'orical']",Correct,Correct,byte_level_bpe,0,Correct
9182,9182,unrhymed,rhymed,un-rhymed,un,cl100k_base,"['un', 'rh', 'ym', 'ed']",Correct,Correct,"['rh', 'ym', 'ed']",Incorrect,Incorrect,"['un', '-r', 'h', 'ym', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
9192,9192,unrhythmical,rhythmical,un-rhythmical,un,cl100k_base,"['un', 'r', 'hythm', 'ical']",Correct,Correct,"['r', 'hythm', 'ical']",Incorrect,Incorrect,"['un', '-r', 'hythm', 'ical']",Correct,Correct,byte_level_bpe,0,Correct
9202,9202,ribless,ribbed,rib-less,less,cl100k_base,"['rib', 'less']",Correct,Correct,"['rib', 'bed']",Incorrect,Incorrect,"['rib', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
9212,9212,unrifled,rifled,un-rifled,un,cl100k_base,"['un', 'rif', 'led']",Correct,Correct,"['rif', 'led']",Incorrect,Incorrect,"['un', '-r', 'if', 'led']",Correct,Correct,byte_level_bpe,0,Correct
9222,9222,unrigged,rigged,un-rigged,un,cl100k_base,"['un', 'rig', 'ged']",Correct,Correct,"['rig', 'ged']",Incorrect,Incorrect,"['un', '-r', 'ig', 'ged']",Correct,Correct,byte_level_bpe,0,Correct
9232,9232,unrighteous,righteous,un-righteous,un,cl100k_base,"['un', 'right', 'eous']",Correct,Correct,"['right', 'eous']",Incorrect,Incorrect,"['un', '-right', 'eous']",Correct,Correct,byte_level_bpe,0,Correct
9242,9242,nonrigid,rigid,non-rigid,non,cl100k_base,"['non', 'rig', 'id']",Correct,Correct,"['rig', 'id']",Incorrect,Incorrect,"['non', '-r', 'igid']",Correct,Correct,byte_level_bpe,0,Correct
9252,9252,rimless,rimmed,rim-less,less,cl100k_base,"['rim', 'less']",Correct,Correct,"['rim', 'med']",Incorrect,Incorrect,"['rim', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
9262,9262,roofless,roofed,roof-less,less,cl100k_base,"['roof', 'less']",Correct,Correct,"['roof', 'ed']",Incorrect,Incorrect,"['roof', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
9272,9272,nonruminant,ruminant,non-ruminant,non,cl100k_base,"['non', 'r', 'umin', 'ant']",Correct,Correct,"['r', 'umin', 'ant']",Incorrect,Incorrect,"['non', '-r', 'umin', 'ant']",Correct,Correct,byte_level_bpe,0,Correct
9282,9282,rustless,rusted,rust-less,less,cl100k_base,"['rust', 'less']",Correct,Correct,"['r', 'usted']",Incorrect,Incorrect,"['rust', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
9292,9292,unsaddled,saddled,un-saddled,un,cl100k_base,"['uns', 'add', 'led']",Incorrect,Correct,"['s', 'add', 'led']",Incorrect,Incorrect,"['un', '-s', 'add', 'led']",Correct,Correct,byte_level_bpe,0,Under-segmented
9302,9302,unsalable,salable,un-salable,un,cl100k_base,"['uns', 'al', 'able']",Incorrect,Correct,"['sal', 'able']",Incorrect,Incorrect,"['un', '-s', 'al', 'able']",Correct,Correct,byte_level_bpe,0,Under-segmented
9312,9312,insane,sane,in-sane,in,cl100k_base,"['ins', 'ane']",Incorrect,Correct,"['s', 'ane']",Incorrect,Incorrect,"['in', '-s', 'ane']",Correct,Correct,byte_level_bpe,0,Under-segmented
9322,9322,unsanitary,sanitary,un-sanitary,un,cl100k_base,"['uns', 'an', 'itary']",Incorrect,Correct,"['san', 'itary']",Incorrect,Incorrect,"['un', '-san', 'itary']",Correct,Correct,byte_level_bpe,0,Under-segmented
9332,9332,unsaponified,saponified,un-saponified,un,cl100k_base,"['uns', 'apon', 'ified']",Incorrect,Correct,"['s', 'apon', 'ified']",Incorrect,Incorrect,"['un', '-s', 'apon', 'ified']",Correct,Correct,byte_level_bpe,0,Under-segmented
9342,9342,unsarcastic,sarcastic,un-sarcastic,un,cl100k_base,"['uns', 'ar', 'cast', 'ic']",Incorrect,Correct,"['sar', 'cast', 'ic']",Incorrect,Incorrect,"['un', '-s', 'ar', 'cast', 'ic']",Correct,Correct,byte_level_bpe,0,Under-segmented
9352,9352,insatiate,satiate,in-satiate,in,cl100k_base,"['ins', 'at', 'iate']",Incorrect,Correct,"['sat', 'iate']",Incorrect,Incorrect,"['in', '-s', 'at', 'iate']",Correct,Correct,byte_level_bpe,0,Under-segmented
9362,9362,unsatisfactory,satisfactory,un-satisfactory,un,cl100k_base,"['uns', 'atisf', 'actory']",Incorrect,Correct,"['s', 'atisf', 'actory']",Incorrect,Incorrect,"['un', '-s', 'atisf', 'actory']",Correct,Correct,byte_level_bpe,0,Under-segmented
9372,9372,unsaturated,saturated,un-saturated,un,cl100k_base,"['uns', 'aturated']",Incorrect,Correct,"['s', 'aturated']",Incorrect,Incorrect,"['un', '-s', 'aturated']",Correct,Correct,byte_level_bpe,0,Under-segmented
9382,9382,unsavory,savory,un-savory,un,cl100k_base,"['uns', 'av', 'ory']",Incorrect,Correct,"['sav', 'ory']",Incorrect,Incorrect,"['un', '-s', 'av', 'ory']",Correct,Correct,byte_level_bpe,0,Under-segmented
9392,9392,unscalable,scalable,un-scalable,un,cl100k_base,"['un', 'scal', 'able']",Correct,Correct,"['scal', 'able']",Incorrect,Incorrect,"['un', '-scalable']",Correct,Correct,byte_level_bpe,0,Correct
9402,9402,scentless,scented,scent-less,less,cl100k_base,"['s', 'cent', 'less']",Correct,Correct,"['s', 'cent', 'ed']",Incorrect,Incorrect,"['s', 'cent', '-less']",Incorrect,Correct,byte_level_bpe,0,Correct
9412,9412,unscheduled,scheduled,un-scheduled,un,cl100k_base,"['uns', 'cheduled']",Incorrect,Correct,['scheduled'],Not segmented,Not segmented,"['un', '-s', 'cheduled']",Correct,Correct,byte_level_bpe,0,Under-segmented
9422,9422,unscholarly,scholarly,un-scholarly,un,cl100k_base,"['unsch', 'olar', 'ly']",Incorrect,Correct,"['sch', 'olar', 'ly']",Incorrect,Incorrect,"['un', '-s', 'ch', 'olar', 'ly']",Correct,Correct,byte_level_bpe,0,Under-segmented
9432,9432,unscientific,scientific,un-scientific,un,cl100k_base,"['un', 'scientific']",Correct,Correct,['scientific'],Not segmented,Not segmented,"['un', '-s', 'cient', 'ific']",Correct,Correct,byte_level_bpe,0,Correct
9442,9442,unscripted,scripted,un-scripted,un,cl100k_base,"['un', 'script', 'ed']",Correct,Correct,"['script', 'ed']",Incorrect,Incorrect,"['un', '-script', 'ed']",Correct,Correct,byte_level_bpe,0,Correct
9452,9452,unscrupulous,scrupulous,un-scrupulous,un,cl100k_base,"['un', 'scr', 'up', 'ulous']",Correct,Correct,"['scr', 'up', 'ulous']",Incorrect,Incorrect,"['un', '-s', 'cr', 'up', 'ulous']",Correct,Correct,byte_level_bpe,0,Correct
